NSN          	SRAN	INVENTORY                                                    
5310015900953	W	55                                                              
5310015923019	W	43                                                              
5310015972497	W	202                                                             
5310015984106	W	88                                                              
5310015993877	W	36                                                              
5310015996422	W	14                                                              
5310015996817	W	3                                                               
5310015997547	W	19                                                              
5310015999093	W	20                                                              
5310015999312	W	89                                                              
5310015999326	W	14                                                              
5310016002987	W	116                                                             
5310016003308	W	9                                                               
5310016006662	W	41512                                                           
5310016022271	W	95                                                              
5310016022272	W	149                                                             
5310016027584	W	2                                                               
5310016037686	W	9                                                               
5310016044664	W	158                                                             
5310016061373	W	45                                                              
5310016067866	W	6                                                               
5310016118750	W	3                                                               
5310016123481	W	143                                                             
5310016124642	W	11                                                              
5310016125871	W	5                                                               
5310016132183	W	9                                                               
5310016139747	W	8                                                               
5310016173878	W	652                                                             
5310016188666	W	5                                                               
5310016196025	W	12                                                              
5310016201552	W	37                                                              
5310016220936	W	32                                                              
5310016230791	W	412                                                             
5310016233698	W	8                                                               
5310016281086	W	4                                                               
5310016288155	W	7                                                               
5310016289035	W	8                                                               
5310016312383	W	5                                                               
5310145290782	W	18629                                                           
5310145290783	W	764                                                             
5310145298647	W	9685                                                            
5310145298653	W	815                                                             
5310200011217	W	70                                                              
5310993420718	W	2                                                               
5315011155642	W	50                                                              
5315013257149	W	333                                                             
5315013292180	W	40                                                              
5315013404769	W	59                                                              
5315013407083	W	14                                                              
5315013431127	W	1                                                               
5315013431176	W	7                                                               
5315013431177	W	6                                                               
5315013431179	W	6                                                               
5315013431181	W	13                                                              
5315013442114	W	12                                                              
5315013454741	W	101                                                             
5315013463984	W	30                                                              
5315013499952	W	12                                                              
5315013499953	W	7                                                               
5315013510731	W	65                                                              
5315013511181	W	1006                                                            
5315013511182	W	903                                                             
5315013511192	W	36                                                              
5315013512981	W	6                                                               
5315013513477	W	345                                                             
5315013515388	W	12                                                              
5315013516350	W	13                                                              
5315013516351	W	63                                                              
5315013516352	W	29                                                              
5315013539365	W	51                                                              
5315013549645	W	4                                                               
5315013551946	W	10                                                              
5315013555134	W	1                                                               
5315013555135	W	42                                                              
5315013556706	W	48                                                              
5315013559895	W	27                                                              
5315013562432	W	31                                                              
5315013564587	W	35                                                              
5315013565138	W	19                                                              
5315013568325	W	216                                                             
5315013568464	W	2                                                               
5315013568465	W	74                                                              
5315013598763	W	8                                                               
5315013598764	W	8                                                               
5315013598765	W	7                                                               
5315013598766	W	11                                                              
5315013601944	W	12                                                              
5315013601948	W	15                                                              
5315013609011	W	123                                                             
5315013609012	W	73                                                              
5315013609013	W	132                                                             
5315013609287	W	4                                                               
5315013622505	W	30                                                              
5315013622506	W	5                                                               
5315013626494	W	10                                                              
5315013631753	W	7                                                               
5315013634330	W	10                                                              
5315013634814	W	5                                                               
5315013634816	W	1                                                               
5315013634817	W	6                                                               
5315013653306	W	19                                                              
5315013653316	W	32                                                              
5315013654182	W	5                                                               
5315013655815	W	27                                                              
5315013664858	W	3                                                               
5315013664859	W	25                                                              
5315013665080	W	41                                                              
5315013665081	W	7                                                               
5315013665177	W	13                                                              
5315013665179	W	43                                                              
5315013685250	W	18                                                              
5315013691856	W	89                                                              
5315013696785	W	24                                                              
5315013711369	W	27                                                              
5315013731467	W	64                                                              
5315013739092	W	38                                                              
5315013739974	W	23                                                              
5315013741969	W	76                                                              
5315013750235	W	22                                                              
5315013750236	W	15                                                              
5315013750237	W	22                                                              
5315013755479	W	94                                                              
5315013764795	W	99                                                              
5315013766602	W	7                                                               
5315013796102	W	26                                                              
5315013798924	W	26                                                              
5315013828119	W	125                                                             
5315013828240	W	914                                                             
5315013852045	W	50                                                              
5315013868168	W	39                                                              
5315013868172	W	29                                                              
5315013897373	W	5                                                               
5315013897396	W	2                                                               
5315013900054	W	42                                                              
5315013903352	W	167                                                             
5315013913562	W	61                                                              
5315013915257	W	20                                                              
5315013937095	W	6                                                               
5315013947294	W	122                                                             
5315013955074	W	28                                                              
5315013982297	W	14                                                              
5315013982304	W	1                                                               
5315013985034	W	1                                                               
5315013991673	W	5                                                               
5315013992665	W	3                                                               
5315013992666	W	1                                                               
5315013997972	W	10                                                              
5315014003722	W	69                                                              
5315014003725	W	67                                                              
5315014003727	W	41                                                              
5315014003731	W	45                                                              
5315014003732	W	78                                                              
5315014062113	W	9                                                               
5315014066972	W	3                                                               
5315014067965	W	12                                                              
5315014068220	W	1                                                               
5315014079515	W	4                                                               
5315014082094	W	15                                                              
5315014082109	W	9                                                               
5315014110871	W	18                                                              
5315014115799	W	13                                                              
5315014118692	W	15                                                              
5315014138690	W	8                                                               
5315014140729	W	6                                                               
5315014142896	W	156                                                             
5315014142897	W	108                                                             
5315014168881	W	20                                                              
5315014168882	W	11                                                              
5315014169950	W	148                                                             
5315014178306	W	15                                                              
5315014191295	W	4                                                               
5315014191296	W	69                                                              
5315014191325	W	2                                                               
5315014191327	W	40                                                              
5315014200044	W	15                                                              
5315014203633	W	4                                                               
5315014208844	W	32                                                              
5315014209841	W	146                                                             
5315014216161	W	12                                                              
5315014216164	W	49                                                              
5315014216424	W	9                                                               
5315014219449	W	1                                                               
5315014220665	W	1                                                               
5315014221719	W	31                                                              
5315014224973	W	21                                                              
5315014225816	W	12                                                              
5315014225819	W	16                                                              
5315014225820	W	36                                                              
5315014225821	W	20                                                              
5315014226473	W	27                                                              
5315014226659	W	33                                                              
5315014226661	W	19                                                              
5315014226662	W	34                                                              
5315014226669	W	8                                                               
5315014228207	W	11                                                              
5315014246535	W	127                                                             
5315014250073	W	27                                                              
5315014250075	W	9                                                               
5315014250100	W	30                                                              
5315014250102	W	103                                                             
5315014253439	W	6                                                               
5315014253444	W	6                                                               
5315014253658	W	9                                                               
5315014256195	W	14                                                              
5315014259691	W	579                                                             
5315014296644	W	11                                                              
5315014327212	W	181                                                             
5315014334032	W	21                                                              
5315014348128	W	69                                                              
5315014361669	W	14                                                              
5315014361670	W	21                                                              
5315014364369	W	55                                                              
5315014366477	W	34                                                              
5315014369996	W	32                                                              
5315014375838	W	63                                                              
5315014378104	W	18                                                              
5315014378105	W	8                                                               
5315014379452	W	16                                                              
5315014379453	W	21                                                              
5315014379454	W	42                                                              
5315014379455	W	38                                                              
5315014412343	W	11                                                              
5315014412808	W	228                                                             
5315014414219	W	80                                                              
5315014419160	W	105                                                             
5315014424964	W	87                                                              
5315014424966	W	49                                                              
5315014424987	W	145                                                             
5315014432587	W	12                                                              
5315014439833	W	7                                                               
5315014450254	W	23                                                              
5315014450413	W	45                                                              
5315014451461	W	694                                                             
5315014454908	W	3                                                               
5315014456385	W	61                                                              
5315014458113	W	21                                                              
5315014458114	W	61                                                              
5315014460302	W	50                                                              
5315014465367	W	65                                                              
5315014469064	W	6                                                               
5315014474599	W	6                                                               
5315014474978	W	64                                                              
5315014474982	W	1                                                               
5315014486008	W	21                                                              
5315014489028	W	16                                                              
5315014489408	W	4                                                               
5315014490485	W	12                                                              
5315014498381	W	44                                                              
5315014516338	W	2                                                               
5315014516339	W	19                                                              
5315014516341	W	8                                                               
5315014519316	W	1                                                               
5315014527671	W	11                                                              
5315014533794	W	100                                                             
5315014537665	W	81                                                              
5315014538572	W	14                                                              
5315014538583	W	6                                                               
5315014538586	W	5                                                               
5315014538605	W	6                                                               
5315014538784	W	9                                                               
5315014541205	W	5                                                               
5315014552159	W	5                                                               
5315014559802	W	24                                                              
5315014559817	W	69                                                              
5315014571049	W	29                                                              
5315014572801	W	15                                                              
5315014572880	W	65                                                              
5315014572881	W	4                                                               
5315014572882	W	30                                                              
5315014574540	W	4                                                               
5315014574544	W	5                                                               
5315014574552	W	4                                                               
5315014574619	W	45                                                              
5315014574624	W	13                                                              
5315014574634	W	12                                                              
5315014574758	W	7                                                               
5315014580792	W	28                                                              
5315014582070	W	224                                                             
5315014585469	W	2                                                               
5315014590040	W	19                                                              
5315014590042	W	3                                                               
5315014600376	W	188                                                             
5315014600386	W	535                                                             
5315014604726	W	297                                                             
5315014606816	W	11                                                              
5315014606817	W	31                                                              
5315014606820	W	36                                                              
5315014606824	W	25                                                              
5315014606825	W	18                                                              
5315014608220	W	49                                                              
5315014609898	W	32                                                              
5315014609903	W	30                                                              
5315014612178	W	19                                                              
5315014623757	W	4                                                               
5315014642590	W	12                                                              
5315014645964	W	38                                                              
5315014645989	W	26                                                              
5315014648342	W	21                                                              
5315014654338	W	9                                                               
5315014654341	W	121                                                             
5315014654342	W	86                                                              
5315014657014	W	3                                                               
5315014660571	W	98                                                              
5315014660574	W	322                                                             
5315014662629	W	8                                                               
5315014671448	W	10                                                              
5315014676789	W	9                                                               
5315014681851	W	4                                                               
5315014686080	W	66                                                              
5315014726624	W	14                                                              
5315014728385	W	100                                                             
5315014732541	W	10                                                              
5315014783245	W	84                                                              
5315014789131	W	8                                                               
5315014800235	W	21                                                              
5315014802720	W	10                                                              
5315014803355	W	1                                                               
5315014804623	W	3                                                               
5315014851526	W	6                                                               
5315014873817	W	24                                                              
5315014874982	W	22                                                              
5315014875621	W	9                                                               
5315014875631	W	34                                                              
5315014878679	W	55                                                              
5315014914113	W	2                                                               
5315014917829	W	51                                                              
5315014926086	W	40                                                              
5315014961548	W	61                                                              
5315014980136	W	2                                                               
5315014981206	W	10                                                              
5315015004184	W	21                                                              
5315015004781	W	8                                                               
5315015019960	W	7                                                               
5315015030663	W	7                                                               
5315015030664	W	9                                                               
5315015031467	W	5                                                               
5315015031664	W	5                                                               
5315015043742	W	159                                                             
5315015044568	W	200                                                             
5315015050672	W	6                                                               
5315015050678	W	27                                                              
5315015051900	W	1                                                               
5315015051920	W	8                                                               
5315015051921	W	10                                                              
5315015051925	W	9                                                               
5315015051932	W	10                                                              
5315015052537	W	6                                                               
5315015068168	W	20                                                              
5315015103613	W	355                                                             
5315015111246	W	9                                                               
5315015116801	W	325                                                             
5315015159254	W	1                                                               
5315015183210	W	164                                                             
5315015189029	W	90                                                              
5315015190902	W	54                                                              
5315015194752	W	2                                                               
5315015198355	W	89                                                              
5315015230583	W	946                                                             
5315015230587	W	20                                                              
5315015267836	W	5                                                               
5315015327287	W	14                                                              
5315015337459	W	79                                                              
5315015338410	W	150                                                             
5315015339152	W	28                                                              
5315015340272	W	99                                                              
5315015340278	W	4                                                               
5315015347691	W	5                                                               
5315015347694	W	5                                                               
5315015351788	W	3                                                               
5315015361337	W	100                                                             
5315015383052	W	171                                                             
5315015410421	W	6                                                               
5315015414554	W	22                                                              
5315015415625	W	22                                                              
5315015428832	W	18                                                              
5315015442078	W	4                                                               
5315015465643	W	138                                                             
5315015672794	W	74                                                              
5315015674314	W	824                                                             
5315015674316	W	998                                                             
5315015674322	W	644                                                             
5315015675700	W	786                                                             
5315015790551	W	14                                                              
5315015790552	W	10                                                              
5315015862897	W	13                                                              
5315015972113	W	158                                                             
5315015993872	W	4                                                               
5315015995129	W	20                                                              
5315015996241	W	4                                                               
5315015996818	W	2                                                               
5315015997185	W	8                                                               
5315015997924	W	3                                                               
5315016000432	W	29                                                              
5315016024209	W	10                                                              
5315016116929	W	28                                                              
5315016118742	W	87                                                              
5315016118749	W	81                                                              
5315016125268	W	11                                                              
5315016154083	W	91                                                              
5315016155548	W	1                                                               
5315145299083	W	1779                                                            
5315991394449	W	87                                                              
5315994668924	W	9                                                               
5315996969847	W	82                                                              
5315997520654	W	99                                                              
5315998564096	W	9                                                               
5315999613418	W	14                                                              
5320012562600	W	5993                                                            
5320013017660	W	371                                                             
5320013262069	W	31                                                              
5320013262071	W	114                                                             
5320013326573	W	5                                                               
5320013328433	W	1055                                                            
5320013330068	W	20                                                              
5320013330071	W	40                                                              
5320013336481	W	1491                                                            
5320013336482	W	1525                                                            
5320013338116	W	891                                                             
5320013339944	W	486                                                             
5320013339946	W	54                                                              
5320013340273	W	1141                                                            
5320013340571	W	625                                                             
5320013340572	W	632                                                             
5320013341078	W	429                                                             
5320013347979	W	2973                                                            
5320013349729	W	331                                                             
5320013354687	W	1277                                                            
5320013354688	W	1786                                                            
5320013357165	W	3979                                                            
5320013378518	W	437                                                             
5320013378527	W	859                                                             
5320013514356	W	10                                                              
5320013522095	W	12                                                              
5320013526797	W	11                                                              
5320013897586	W	90                                                              
5320013905800	W	189                                                             
5320013906471	W	3                                                               
5320013906475	W	266                                                             
5320013907092	W	317                                                             
5320013907093	W	10                                                              
5320013907102	W	405                                                             
5320013907104	W	596                                                             
5320013907132	W	1220                                                            
5320013907133	W	517                                                             
5320013907136	W	1603                                                            
5320013908376	W	10                                                              
5320013908492	W	11054                                                           
5320013908499	W	270                                                             
5320013908517	W	5                                                               
5320013908518	W	1681                                                            
5320013909053	W	97                                                              
5320013909054	W	259                                                             
5320013909055	W	185                                                             
5320013909059	W	3                                                               
5320013909060	W	20                                                              
5320013909061	W	3                                                               
5320013909062	W	34                                                              
5320013909064	W	53                                                              
5320013909065	W	18                                                              
5320013909066	W	20                                                              
5320013909069	W	209                                                             
5320013909072	W	204                                                             
5320013910313	W	2056                                                            
5320013910315	W	1129                                                            
5320013911371	W	1124                                                            
5320013911374	W	43                                                              
5320013911388	W	11                                                              
5320013911582	W	1314                                                            
5320013911595	W	400                                                             
5320013912226	W	1577                                                            
5320013912228	W	24                                                              
5320013912230	W	584                                                             
5320013912234	W	67                                                              
5320013912235	W	120                                                             
5320013912238	W	51                                                              
5320013912239	W	395                                                             
5320013912240	W	6                                                               
5320013912241	W	115                                                             
5320013912243	W	185                                                             
5320013912248	W	4                                                               
5320013912250	W	14                                                              
5320013912256	W	19                                                              
5320013912261	W	85                                                              
5320013912262	W	53                                                              
5320013912271	W	316                                                             
5320013912277	W	1991                                                            
5320013912294	W	29                                                              
5320013912295	W	3                                                               
5320013912299	W	93                                                              
5320013912311	W	23                                                              
5320013912312	W	79                                                              
5320013912334	W	585                                                             
5320013912804	W	41                                                              
5320013912807	W	59                                                              
5320013912808	W	302                                                             
5320013912820	W	94                                                              
5320013912823	W	18                                                              
5320013912834	W	199                                                             
5320013912835	W	509                                                             
5320013912850	W	113                                                             
5320013912852	W	60                                                              
5320013913572	W	1589                                                            
5320013913575	W	48                                                              
5320013913576	W	11                                                              
5320013913588	W	37                                                              
5320013913592	W	37                                                              
5320013913595	W	238                                                             
5320013913598	W	758                                                             
5320013913600	W	862                                                             
5320013913601	W	568                                                             
5320013913602	W	1135                                                            
5320013913603	W	810                                                             
5320013913604	W	812                                                             
5320013913605	W	605                                                             
5320013913606	W	421                                                             
5320013913607	W	635                                                             
5320013913608	W	239                                                             
5320013913609	W	265                                                             
5320013913610	W	655                                                             
5320013913611	W	56                                                              
5320013913612	W	926                                                             
5320013913616	W	248                                                             
5320013913617	W	188                                                             
5320013913619	W	64                                                              
5320013913621	W	694                                                             
5320013914312	W	1227                                                            
5320013914326	W	2                                                               
5320013914357	W	5                                                               
5320013915167	W	3                                                               
5320013915181	W	233                                                             
5320013915182	W	90                                                              
5320013915191	W	5                                                               
5320013915439	W	3                                                               
5320013915449	W	10                                                              
5320013915459	W	4                                                               
5320013915472	W	6                                                               
5320013915489	W	19                                                              
5320013915497	W	92                                                              
5320013916130	W	321                                                             
5320013916139	W	376                                                             
5320013916152	W	126                                                             
5320013917857	W	1                                                               
5320013917871	W	250                                                             
5320013917872	W	250                                                             
5320013917873	W	250                                                             
5320013917877	W	250                                                             
5320013917878	W	495                                                             
5320013917879	W	1623                                                            
5320013917880	W	768                                                             
5320013917881	W	454                                                             
5320013917882	W	323                                                             
5320013917884	W	127                                                             
5320013917885	W	841                                                             
5320013917918	W	716                                                             
5320013919107	W	36                                                              
5320013919600	W	10                                                              
